Name,bbox_co
frame_1aa6c4eb-3148-45f9-b634-91e186113914_00003-1280_720.jpg,"[[0.6055555555554688, 0.4664031620555556, 0.6588888888890625, 0.5158102766791667], [0.5366666666664063, 0.4584980237152778, 0.562222222221875, 0.5019762845847222], [0.462222222221875, 0.4486166007902778, 0.5344444444445313, 0.5494071146249999]]"
frame_091a7cfa-784c-4033-9372-42b72a89febf_00000-1280_720.jpg,"[[0.5855555555554688, 0.2470355731222222, 0.6344444444445312, 0.3478260869569445], [0.5033333333335938, 0.3023715415013889, 0.5766666666664062, 0.4169960474305555]]"
frame_29f9439f-ee0a-4f73-bedc-66854e61e964_00000-1280_720.jpg,"[[0.32999999999999996, 0.5276679841902777, 0.35888888888906256, 0.5671936758888889], [0.39777777777812495, 0.5118577075097221, 0.49666666666640624, 0.6541501976277777]]"
frame_978a8c37-c23b-4986-9aa6-9e002d2be449_00002-1280_720.jpg,"[[0.3655555555554687, 0.4683794466402778, 0.4244444444445312, 0.5553359683791668], [0.49222222222187495, 0.4169960474305555, 0.5744444444445312, 0.5632411067194445], [0.672222222221875, 0.3932806324111111, 0.85, 0.6758893280638888]]"
frame_934f837d-0e57-43b7-9a1b-eb9dc33ea4ba_00006-1280_720.jpg,"[[0.20777777777812498, 0.4249011857708333, 0.307777777778125, 0.5770750988138889], [0.13555555555546875, 0.37549407114583333, 0.22555555555546875, 0.5256916996041666], [0.322222222221875, 0.4071146245055556, 0.587777777778125, 0.7707509881416666]]"
frame_3211c8bd-95e4-4792-b554-a878ae005b25_00001-1280_720.jpg,"[[0.6255555555554688, 0.3023715415013889, 0.7333333333335937, 0.4644268774708334], [0.52, 0.3320158102763889, 0.5644444444445311, 0.40118577075138884], [0.4033333333335937, 0.3260869565222222, 0.47333333333359373, 0.4328063241111111], [0.023333333333359376, 0.1758893280638889, 0.2866666666664063, 0.6027667984194445]]"
frame_386d5558-f04b-4d3a-b787-4c57b3e42a77_00011-1280_720.jpg,"[[0.54, 0.430830039525, 0.597777777778125, 0.51976284585], [0.322222222221875, 0.4150197628458333, 0.38, 0.5019762845847222]]"
frame_02b6195e-c6d0-4eb5-818b-5a95e908df2b_00001-1280_720.jpg,"[[0.662222222221875, 0.3735177865611111, 0.7333333333335937, 0.5177865612652778], [0.0177777777778125, 0.44466403162083334, 0.17333333333359374, 0.6837944664027777], [0.5288888888890625, 0.4071146245055556, 0.5633333333335937, 0.4584980237152778]]"
frame_43a29314-b0a1-486f-bb15-b0eced449db4_00002-1280_720.jpg,"[[0.08120133481640625, 0.6343873517791666, 0.16462736373750003, 0.7608695652180555], [0.7163515016687501, 0.6245059288541667, 0.7997775305859375, 0.7727272727277779]]"
frame_4024b676-f1be-45c2-aa25-5be70ceb132f_00000-1280_720.jpg,"[[0.297777777778125, 0.4841897233208333, 0.432222222221875, 0.7371541501972222], [0.4866666666664063, 0.5, 0.5366666666664063, 0.5928853754944444], [0.5477777777781251, 0.47826086956527775, 0.6755555555554688, 0.6758893280638888], [0.7644444444445312, 0.5355731225291667, 0.8755555555546876, 0.6936758893277777], [0.861111111109375, 0.5118577075097221, 0.95, 0.6739130434777778], [0.452222222221875, 0.5039525691694444, 0.482222222221875, 0.55928853755], [0.14222222222187503, 0.5316205533597222, 0.20888888888906249, 0.6324110671930556]]"
frame_111e07b6-9993-4c8b-9544-b6f0d56dd519_00004-1280_720.jpg,"[[0.7833333333359376, 0.5889328063236111, 0.8833333333359376, 0.7450592885374999], [0.637777777778125, 0.6067193675888889, 0.6633333333335937, 0.6403162055333333], [0.6, 0.6027667984194445, 0.6388888888890626, 0.6581027667986111], [0.5744444444445312, 0.6047430830041667, 0.5900000000000001, 0.6284584980236111], [0.5455555555554688, 0.6027667984194445, 0.5633333333335937, 0.6284584980236111], [0.4866666666664063, 0.5731225296444445, 0.5288888888890625, 0.6640316205527778], [0.46111111111093744, 0.5750988142291666, 0.48111111111093746, 0.6126482213444445], [0.41111111111093745, 0.5889328063236111, 0.4511111111109375, 0.6521739130430555]]"
frame_84c718c1-a742-4dca-8688-501bfc5919de_00004-1280_720.jpg,"[[0.5, 0.6482213438736111, 0.542222222221875, 0.7154150197625], [0.41, 0.6264822134388889, 0.48555555555546875, 0.7450592885374999], [0.237777777778125, 0.6205533596833332, 0.3233333333335937, 0.7628458498027778]]"
frame_a81e7626-3215-41e3-8534-ed539ad1e503_00005-1280_720.jpg,"[[0.4844444444445313, 0.45059288537500003, 0.5677777777781251, 0.5928853754944444], [0.4244444444445312, 0.4644268774708334, 0.44666666666640625, 0.4960474308305556], [0.29111111111093746, 0.44466403162083334, 0.3666666666664063, 0.5612648221347222], [0.377777777778125, 0.4584980237152778, 0.39777777777812495, 0.48616600790555553]]"
frame_0284db86-91b3-4367-bf22-a6dc09711172_00000-1280_720.jpg,"[[0.7855555555546875, 0.4209486166013889, 0.9022222222187499, 0.6146245059291667], [0.5255555555554687, 0.4288537549402778, 0.6366666666664063, 0.5869565217388889], [0.45999999999999996, 0.36956521739166664, 0.5333333333335937, 0.5217391304347222]]"
frame_2b81e469-7ff7-483b-a90b-3fbdba9fbbe6_00000-1280_720.jpg,"[[0.8144444444453125, 0.5909090909097222, 1.0, 0.9841897233208334], [0.3688888888890625, 0.5711462450597223, 0.5666666666664063, 0.9189723320152778]]"
frame_39c2adda-07a1-442b-a1ca-80740bc7cb28_00003-1280_720.jpg,"[[0.7011111111109375, 0.7094861660083334, 0.8655555555546876, 0.9565217391305555], [0.3644444444445313, 0.6916996047430556, 0.512222222221875, 0.901185770751389], [0.55, 0.6976284584986112, 0.6233333333335938, 0.8181818181819444], [0.02, 0.6719367588930556, 0.197777777778125, 0.9209486166013889]]"
frame_cdb90692-bcc1-4fad-adc3-c9cef2ee93bb_00000-1280_720.jpg,"[[0.5066666666664064, 0.4209486166013889, 0.5333333333335937, 0.4683794466402778], [0.3466666666664063, 0.44664031620555555, 0.3733333333335937, 0.4822134387347222], [0.24777777777812499, 0.44664031620555555, 0.2944444444445313, 0.5177865612652778], [0.44222222222187496, 0.45059288537500003, 0.4566666666664063, 0.47628458498055554], [0.46444444444453126, 0.4486166007902778, 0.48111111111093746, 0.47035573122499996], [0.6833333333335937, 0.3932806324111111, 0.752222222221875, 0.5098814229249999]]"
frame_b12ba339-19ec-4d4b-b567-7c97b6d58593_00002-1280_720.jpg,"[[0.72, 0.19169960474305556, 0.901111111109375, 0.6106719367583333], [0.39777777777812495, 0.4328063241111111, 0.45999999999999996, 0.5237154150194444]]"
frame_4cc95f54-715e-4f79-89d8-f5b1a287c909_00005-1280_720.jpg,"[[0.37263626251406257, 0.40316205533611116, 0.44827586206875003, 0.5276679841902777], [0.29032258064531247, 0.4249011857708333, 0.32925472747500006, 0.4822134387347222]]"
frame_0d5c63fa-b908-4dcc-8ec6-4ba7baa83b1e_00000-1280_720.jpg,"[[0.527777777778125, 0.5928853754944444, 0.5666666666664063, 0.6462450592888889], [0.4911111111109375, 0.6027667984194445, 0.5133333333335937, 0.6304347826083334]]"
frame_a2a91b9b-c233-4248-834e-b577441a1582_00000-1280_720.jpg,"[[0.5833333333335937, 0.5, 0.6577777777781251, 0.6205533596833332], [0.452222222221875, 0.4268774703555555, 0.512222222221875, 0.5671936758888889]]"
frame_79a70384-72d0-402f-969c-56b8bc4127ee_00000-1280_720.jpg,"[[0.33999999999999997, 0.6067193675888889, 0.39555555555546873, 0.6976284584986112], [0.4555555555554688, 0.6422924901180556, 0.4988888888890625, 0.6798418972333334]]"
frame_15ff1734-5100-41bf-ab51-292ea7634fdb_00000-1280_720.jpg,"[[0.46051167964374995, 0.5750988142291666, 0.5706340378195313, 0.7509881422930555], [0.345939933259375, 0.557312252963889, 0.40934371523906254, 0.6679841897236111], [0.17130144605078126, 0.5849802371541667, 0.20578420467187503, 0.6383399209486111]]"
frame_b53ab03e-7a41-40ec-9247-227131190ff3_00005-1280_720.jpg,"[[0.7088888888890625, 0.5652173913041667, 0.7733333333335938, 0.6561264822138889], [0.5688888888890625, 0.4743083003958333, 0.637777777778125, 0.6304347826083334], [0.49000000000000005, 0.5632411067194445, 0.5588888888890625, 0.6581027667986111]]"
frame_823f93c5-15e5-4c01-813b-fe7fc3a28981_00003-1280_720.jpg,"[[0.8800000000000001, 0.4249011857708333, 0.9988888888906249, 0.6126482213444445], [0.76, 0.4288537549402778, 0.838888888890625, 0.5474308300388889], [0.5922222222218749, 0.40316205533611116, 0.6688888888890625, 0.5256916996041666], [0.407777777778125, 0.4229249011861111, 0.45999999999999996, 0.5098814229249999], [0.7033333333335937, 0.4209486166013889, 0.7633333333335937, 0.51976284585], [0.26, 0.3913043478263889, 0.3688888888890625, 0.5612648221347222]]"
frame_262ecf2a-787f-4a3b-b521-103e8a52ed8e_00001-1280_720.jpg,"[[0.7188888888890625, 0.3833992094861111, 0.8244444444453125, 0.5375494071152778], [0.562222222221875, 0.3952569169958334, 0.6355555555554688, 0.5019762845847222], [0.27444444444453125, 0.3814229249013889, 0.3644444444445313, 0.5138339920944445], [0.16333333333359376, 0.3952569169958334, 0.21666666666640624, 0.47826086956527775], [0.001111111111109375, 0.3438735177861111, 0.13111111111093748, 0.5454545454541666]]"
frame_6500815e-e436-470e-a878-6c94686948fc_00002-1280_720.jpg,"[[0.75, 0.28063241106666664, 0.94222222221875, 0.5415019762847222], [0.63, 0.28063241106666664, 0.6688888888890625, 0.3260869565222222], [0.512222222221875, 0.25494071146249997, 0.5644444444445311, 0.3478260869569445], [0.6, 0.24308300395277777, 0.6288888888890625, 0.30632411067222226]]"
frame_0f5cf6d8-a5d3-4681-a669-2dbf39b28dbc_00003-1280_720.jpg,"[[0.6944444444445312, 0.05731225296444444, 0.99777777778125, 0.7786561264819445], [0.28555555555546874, 0.1660079051388889, 0.48555555555546875, 0.6225296442694445], [0.12666666666640625, 0.48616600790555553, 0.2311111111109375, 0.6403162055333333]]"
frame_096a48ce-cb8e-4bc2-acb5-5ecedbabfde2_00002-1280_720.jpg,"[[0.3855555555554687, 0.44466403162083334, 0.4955555555554687, 0.5988142292486112], [0.312222222221875, 0.43675889328055556, 0.3711111111109375, 0.5355731225291667]]"
frame_ad26723f-e5fd-4e81-b4b8-e87efd762ee1_00002-1280_720.jpg,"[[0.39, 0.5533596837944443, 0.612222222221875, 0.8735177865611111], [0.16222222222187502, 0.5454545454541666, 0.25111111111093753, 0.6837944664027777]]"
frame_aa732fc4-0e08-4655-8a02-0b5e23182892_00002-1280_720.jpg,"[[0.5944444444445313, 0.44071146245000004, 0.6900000000000001, 0.596837944663889], [0.48555555555546875, 0.43873517786527777, 0.5233333333335938, 0.4980237154152778], [0.41777777777812497, 0.45256916996111113, 0.46444444444453126, 0.5158102766791667], [0.36, 0.43675889328055556, 0.392222222221875, 0.4881422924902778]]"
frame_946a8dc7-a610-4fbb-9eb0-189a75115d85_00000-1280_720.jpg,"[[0.38, 0.25098814229305555, 0.6144444444445312, 0.7213438735180555], [0.3111111111109375, 0.5395256917, 0.3811111111109375, 0.6581027667986111]]"
frame_62dccb4c-4b5d-437a-a083-ae00c4ca737b_00002-1280_720.jpg,"[[0.2988888888890625, 0.4229249011861111, 0.3855555555554687, 0.5810276679847223], [0.44888888888906253, 0.47826086956527775, 0.467777777778125, 0.5079051383402777], [0.497777777778125, 0.490118577075, 0.5166666666664063, 0.51976284585], [0.46888888888906255, 0.48616600790555553, 0.48888888888906257, 0.5177865612652778]]"
frame_42d2b411-339f-4f27-8713-5e8563f55747_00001-1280_720.jpg,"[[0.3711111111109375, 0.2332015810277778, 0.5233333333335938, 0.5434782608694444], [0.1788888888890625, 0.37747035573055554, 0.25666666666640625, 0.5039525691694444]]"
frame_82fd00ba-f0d4-4380-92f3-652a0f9d7714_00000-1280_720.jpg,"[[0.4533333333335937, 0.4229249011861111, 0.4911111111109375, 0.4822134387347222], [0.3833333333335937, 0.430830039525, 0.4388888888890626, 0.5158102766791667]]"
frame_032d829e-9d73-466d-b718-4df05e61bb95_00006-1280_720.jpg,"[[0.48555555555546875, 0.3557312252958333, 0.5533333333335937, 0.5], [0.452222222221875, 0.4229249011861111, 0.48555555555546875, 0.4743083003958333], [0.3566666666664063, 0.4209486166013889, 0.432222222221875, 0.5316205533597222], [0.0, 0.0, 0.17555555555546873, 0.6146245059291667]]"
frame_45333881-890f-4c26-8a97-2f336cf12c77_00000-1280_720.jpg,"[[0.6766666666664063, 0.3952569169958334, 1.0, 0.8142292490124999], [0.5333333333335937, 0.4881422924902778, 0.6133333333335937, 0.6146245059291667]]"
frame_91d3e3da-6805-4d55-9982-ffdd6a1b7ded_00001-1280_720.jpg,"[[0.7533333333335938, 0.4347826086958333, 0.8877777777812501, 0.6442687747041667], [0.577777777778125, 0.47826086956527775, 0.637777777778125, 0.5790513833986111], [0.4533333333335937, 0.4960474308305556, 0.52, 0.5909090909097222], [0.33666666666640627, 0.4841897233208333, 0.3755555555554687, 0.557312252963889]]"
frame_13a4ea98-4f08-43c7-9ccd-9b49c4bb6dc6_00003-1280_720.jpg,"[[0.5544444444445312, 0.5454545454541666, 0.6688888888890625, 0.7213438735180555], [0.6822222222218749, 0.5553359683791668, 0.7444444444445313, 0.6482213438736111], [0.831111111109375, 0.5671936758888889, 0.98222222221875, 0.7648221343875], [0.39555555555546873, 0.5434782608694444, 0.46111111111093744, 0.6482213438736111]]"
frame_734ff387-30ac-4d55-9556-9a5fd62801bb_00002-1280_720.jpg,"[[0.848888888890625, 0.33596837944722224, 0.9177777777812499, 0.4347826086958333], [0.73, 0.3320158102763889, 0.8266666666640624, 0.4644268774708334], [0.507777777778125, 0.3478260869569445, 0.5544444444445312, 0.43675889328055556], [0.287777777778125, 0.36561264822083334, 0.387777777778125, 0.5256916996041666]]"
frame_93d3c67c-df3d-4cca-aa6b-5ea2d521fd98_00006-1280_720.jpg,"[[0.587777777778125, 0.3557312252958333, 0.6977777777781251, 0.5691699604749999], [0.387777777778125, 0.40118577075138884, 0.4866666666664063, 0.5454545454541666], [0.102222222221875, 0.3873517786555556, 0.2411111111109375, 0.5849802371541667]]"
frame_810cfb75-2302-414e-8279-a0d00433a4f7_00000-1280_720.jpg,"[[0.43555555555546877, 0.4664031620555556, 0.542222222221875, 0.6462450592888889], [0.392222222221875, 0.4980237154152778, 0.437777777778125, 0.5750988142291666], [0.34888888888906255, 0.5098814229249999, 0.3833333333335937, 0.55928853755], [0.1811111111109375, 0.4960474308305556, 0.29111111111093746, 0.6640316205527778], [0.08444444444453125, 0.5118577075097221, 0.15333333333359375, 0.6264822134388889]]"
frame_23ae1f1f-72db-4395-957c-d96e62069fcf_00000-1280_720.jpg,"[[0.00222222222221875, 0.09683794466402779, 0.2944444444445313, 0.6067193675888889], [0.5133333333335937, 0.0, 0.89222222221875, 0.5731225296444445]]"
frame_827deb9b-f594-4f5e-83ab-7d6e75ec245c_00008-1280_720.jpg,"[[0.7044444444445312, 0.47035573122499996, 0.7633333333335937, 0.5533596837944443], [0.34555555555546874, 0.4249011857708333, 0.5333333333335937, 0.6916996047430556], [0.3055555555554687, 0.4683794466402778, 0.34777777777812496, 0.5276679841902777], [0.15444444444453126, 0.4664031620555556, 0.21333333333359375, 0.5454545454541666], [0.18444444444453126, 0.46245059288472223, 0.28555555555546874, 0.5869565217388889]]"
frame_a8425658-2ba5-4cf6-bf2e-00aaaf633dc5_00000-1280_720.jpg,"[[0.5744444444445312, 0.4565217391305556, 0.632222222221875, 0.5454545454541666], [0.4988888888890625, 0.4664031620555556, 0.5388888888890626, 0.5256916996041666], [0.7455555555554688, 0.4881422924902778, 0.82777777778125, 0.6007905138333334], [0.67, 0.48023715415000007, 0.7222222222218749, 0.5612648221347222], [0.4344444444445313, 0.47035573122499996, 0.5033333333335938, 0.5632411067194445], [0.3766666666664063, 0.4664031620555556, 0.40555555555546874, 0.5079051383402777], [0.3233333333335937, 0.45256916996111113, 0.36, 0.5237154150194444], [0.152222222221875, 0.4328063241111111, 0.2411111111109375, 0.5711462450597223]]"
frame_505eaa87-f88b-4cbf-b129-c6a8ea330011_00000-1280_720.jpg,"[[0.5944444444445313, 0.6620553359680555, 0.6566666666664063, 0.7549407114625001], [0.41555555555546875, 0.6442687747041667, 0.4366666666664063, 0.6739130434777778], [0.35, 0.6383399209486111, 0.40555555555546874, 0.7332015810277778]]"
frame_23144f73-6551-4ae0-9638-f6096c592641_00000-1280_720.jpg,"[[0.0, 0.4071146245055556, 0.0622222222221875, 0.5316205533597222], [0.197777777778125, 0.3478260869569445, 0.3855555555554687, 0.6798418972333334]]"
frame_818ada60-0d16-4c02-bbdf-2889a7b94568_00001-1280_720.jpg,"[[0.35222222222187505, 0.55928853755, 0.457777777778125, 0.7075098814236112], [0.5044444444445313, 0.5474308300388889, 0.5722222222218749, 0.6521739130430555]]"
frame_386d5558-f04b-4d3a-b787-4c57b3e42a77_00003-1280_720.jpg,"[[0.6206896551726563, 0.3853754940708333, 0.7052280311460938, 0.5375494071152778], [0.5038932146828125, 0.4288537549402778, 0.6062291434929687, 0.5770750988138889], [0.3604004449390625, 0.43873517786527777, 0.42714126807578123, 0.5177865612652778], [0.44271412680781247, 0.4209486166013889, 0.47497219132343754, 0.47233201580972217], [0.8509454949921874, 0.430830039525, 0.923248053390625, 0.5454545454541666]]"
frame_07438852-217d-4906-8f2d-19adf991b5d2_00000-1280_720.jpg,"[[0.89, 0.36166007905138886, 0.9988888888906249, 0.5256916996041666], [0.6555555555554687, 0.35770750988194444, 0.72, 0.4565217391305556], [0.557777777778125, 0.34980237154166666, 0.6566666666664063, 0.5079051383402777], [0.457777777778125, 0.37154150197638885, 0.48555555555546875, 0.4110671936763889], [0.3811111111109375, 0.35177865612638887, 0.4533333333335937, 0.45454545454583334]]"
frame_5145bcc7-b178-4677-b062-8e118a9ae500_00004-1280_720.jpg,"[[0.5755555555554688, 0.4664031620555556, 0.642222222221875, 0.5632411067194445], [0.6344444444445312, 0.48616600790555553, 0.7755555555554687, 0.7015810276680555], [0.89222222221875, 0.5553359683791668, 0.9800000000000001, 0.6956521739124999], [0.4633333333335937, 0.5079051383402777, 0.5511111111109375, 0.6521739130430555], [0.41555555555546875, 0.4584980237152778, 0.4566666666664063, 0.5474308300388889], [0.26666666666640626, 0.3913043478263889, 0.39555555555546873, 0.6225296442694445]]"
frame_9c216317-8710-4e7b-b75e-dfc99dafd07e_00000-1280_720.jpg,"[[0.6233333333335938, 0.4881422924902778, 0.6966666666664063, 0.6166007905138889], [0.5355555555554687, 0.48023715415000007, 0.5844444444445311, 0.55928853755], [0.4033333333335937, 0.4841897233208333, 0.43, 0.5316205533597222]]"
frame_06f95e3d-b853-4436-a032-d01700121a6a_00004-1280_720.jpg,"[[0.507777777778125, 0.3438735177861111, 0.7866666666640625, 0.6936758893277777], [0.38888888888906253, 0.2944664031625, 0.512222222221875, 0.5039525691694444], [0.3333333333335937, 0.35968379446666665, 0.39, 0.4604743083]]"
frame_985c5ad8-de78-4186-83a8-8086bcc66e70_00003-1280_720.jpg,"[[0.6941045606226562, 0.4980237154152778, 0.8809788654062499, 0.7964426877472223], [0.5027808676304687, 0.4980237154152778, 0.5828698553945313, 0.6383399209486111]]"
frame_5dd81f8b-e671-4004-bfa2-5d4d65a7a87f_00000-1280_720.jpg,"[[0.22000000000000003, 0.5454545454541666, 0.32999999999999996, 0.6956521739124999], [0.07555555555554688, 0.5513833992097221, 0.16222222222187502, 0.6897233201583334], [0.4133333333335937, 0.5335968379444445, 0.5144444444445313, 0.6660079051388887]]"
frame_93080d73-c34d-404b-aa20-13e1e4dbf20e_00000-1280_720.jpg,"[[0.42222222222187505, 0.45256916996111113, 0.467777777778125, 0.5256916996041666], [0.39777777777812495, 0.4486166007902778, 0.4133333333335937, 0.4743083003958333]]"
frame_5c0f93aa-5a53-4ba1-9d15-cc4bbc9ff222_00001-1280_720.jpg,"[[0.6366666666664063, 0.3992094861666666, 0.6855555555554689, 0.490118577075], [0.5866666666664063, 0.4189723320152777, 0.6455555555554688, 0.5098814229249999], [0.5455555555554688, 0.4189723320152777, 0.577777777778125, 0.4664031620555556], [0.48777777777812503, 0.4169960474305555, 0.5288888888890625, 0.47628458498055554], [0.457777777778125, 0.4249011857708333, 0.4788888888890625, 0.46245059288472223]]"
frame_2d5a0768-ee08-45b7-b094-eaa855de84d6_00000-1280_720.jpg,"[[0.6744444444445312, 0.4347826086958333, 0.72, 0.5118577075097221], [0.6366666666664063, 0.4426877470361111, 0.6711111111109375, 0.490118577075], [0.5811111111109375, 0.3814229249013889, 0.6311111111109374, 0.5039525691694444], [0.4866666666664063, 0.4189723320152777, 0.55, 0.5118577075097221], [0.3833333333335937, 0.4110671936763889, 0.4244444444445312, 0.4881422924902778]]"
frame_7ca7f0db-95b5-453e-993a-7d7d658d4500_00005-1280_720.jpg,"[[0.5444444444445312, 0.6264822134388889, 0.5755555555554688, 0.6699604743083333], [0.49222222222187495, 0.6324110671930556, 0.542222222221875, 0.7035573122527777]]"
frame_8a6cc4c0-9f9a-448b-9466-04184787902f_00006-1280_720.jpg,"[[0.462222222221875, 0.557312252963889, 0.5633333333335937, 0.7015810276680555], [0.02, 0.5237154150194444, 0.09, 0.6442687747041667]]"
frame_c187cb0d-2dd5-4dff-ab32-c91f36198887_00000-1280_720.jpg,"[[0.7, 0.3913043478263889, 0.7455555555554688, 0.45454545454583334], [0.622222222221875, 0.3814229249013889, 0.652222222221875, 0.430830039525], [0.46888888888906255, 0.37944664031666664, 0.52, 0.4565217391305556]]"
frame_82aa854c-4f92-4f09-b6d8-449751941df7_00003-1280_720.jpg,"[[0.5744444444445312, 0.6679841897236111, 0.6411111111109375, 0.7648221343875], [0.46555555555546874, 0.6620553359680555, 0.51, 0.7430830039527777], [0.3333333333335937, 0.5711462450597223, 0.4455555555554687, 0.8063241106722223]]"
frame_63bfafb4-c62b-4c3b-80c8-bb3a886c8803_00000-1280_720.jpg,"[[0.44000000000000006, 0.5158102766791667, 0.4911111111109375, 0.6067193675888889], [0.3711111111109375, 0.529644268775, 0.41111111111093745, 0.6027667984194445], [0.6477777777781251, 0.5079051383402777, 0.7022222222218749, 0.5869565217388889]]"
frame_9e242b3a-4c8e-4d3f-8608-318714f9a08f_00000-1280_720.jpg,"[[0.76, 0.4486166007902778, 0.8355555555546875, 0.5632411067194445], [0.5, 0.4347826086958333, 0.5166666666664063, 0.4664031620555556], [0.512222222221875, 0.45454545454583334, 0.5599999999999999, 0.5355731225291667]]"
frame_8e8d2765-f7c0-4442-8525-ac87f4ca8efb_00000-1280_720.jpg,"[[0.6355555555554688, 0.5039525691694444, 0.7555555555554687, 0.6837944664027777], [0.043333333333359376, 0.5217391304347222, 0.197777777778125, 0.7865612648222222]]"
frame_5dfb1cac-b744-423c-824f-7539f295d28c_00000-1280_720.jpg,"[[0.34222222222187504, 0.5632411067194445, 0.5233333333335938, 0.833992094861111], [0.8666666666640624, 0.557312252963889, 0.9933333333359375, 0.7845849802375]]"
frame_0f66bb91-c900-4d47-af1b-e1d93cd6ea20_00002-1280_720.jpg,"[[0.39666666666640626, 0.5988142292486112, 0.49222222222187495, 0.7391304347819445], [0.1488888888890625, 0.5849802371541667, 0.25333333333359376, 0.7569169960472223], [0.2588888888890625, 0.6245059288541667, 0.29111111111093746, 0.6758893280638888]]"
frame_0540c23f-1219-4104-8cdb-dffe3c30b84f_00000-1280_720.jpg,"[[0.6799999999999999, 0.6343873517791666, 0.7744444444445312, 0.7766798418972223], [0.32999999999999996, 0.6106719367583333, 0.41444444444453127, 0.7312252964430556]]"
frame_24a44582-1e49-4ebe-b58f-967d773c07d6_00004-1280_720.jpg,"[[0.4366666666664063, 0.28063241106666664, 0.557777777778125, 0.5671936758888889], [0.027777777777812502, 0.4249011857708333, 0.25444444444453124, 0.7826086956527778]]"
frame_a94a25a7-ff12-4551-85ef-4ed385898331_00002-1280_720.jpg,"[[0.5911111111109375, 0.5395256917, 0.6811111111109375, 0.6818181818180556], [0.6822222222218749, 0.5276679841902777, 0.742222222221875, 0.6482213438736111], [0.86777777778125, 0.5533596837944443, 0.941111111109375, 0.6640316205527778]]"
